Local time,Open,High,Low,Close,Volume
24.07.2009 16:00:00.000 GMT-0500,0.81671,0.81671,0.81671,0.81671,0
25.07.2009 16:00:00.000 GMT-0500,0.81671,0.81671,0.81671,0.81671,0
26.07.2009 16:00:00.000 GMT-0500,0.81831,0.82589,0.81746,0.82121,47082.4499
27.07.2009 16:00:00.000 GMT-0500,0.82123,0.83374,0.81996,0.82696,60015.77009999999
28.07.2009 16:00:00.000 GMT-0500,0.82687,0.82781,0.81251,0.81806,60326.210300000006
29.07.2009 16:00:00.000 GMT-0500,0.81811,0.82866,0.81560,0.82701,54406.09999999999
30.07.2009 16:00:00.000 GMT-0500,0.82736,0.83654,0.82401,0.83629,50484.5095
31.07.2009 16:00:00.000 GMT-0500,0.83629,0.83629,0.83629,0.83629,0
01.08.2009 16:00:00.000 GMT-0500,0.83629,0.83629,0.83629,0.83629,0
02.08.2009 16:00:00.000 GMT-0500,0.83646,0.84426,0.83498,0.84411,53053.73
03.08.2009 16:00:00.000 GMT-0500,0.84406,0.84701,0.83846,0.84401,67107.32989999998
04.08.2009 16:00:00.000 GMT-0500,0.84397,0.84497,0.83609,0.84156,55448.58980000001
05.08.2009 16:00:00.000 GMT-0500,0.84161,0.84596,0.83681,0.83993,51501.25970000001
06.08.2009 16:00:00.000 GMT-0500,0.83988,0.84421,0.83446,0.83551,55363.27049999999
07.08.2009 16:00:00.000 GMT-0500,0.83551,0.83551,0.83551,0.83551,0
08.08.2009 16:00:00.000 GMT-0500,0.83551,0.83551,0.83551,0.83551,0
09.08.2009 16:00:00.000 GMT-0500,0.83894,0.84296,0.83306,0.83713,43683.42970000001
10.08.2009 16:00:00.000 GMT-0500,0.83716,0.83888,0.82752,0.82986,50329.3004
11.08.2009 16:00:00.000 GMT-0500,0.82966,0.83701,0.81796,0.83462,61072.4293
12.08.2009 16:00:00.000 GMT-0500,0.83465,0.84706,0.83329,0.84599,50292.1987
13.08.2009 16:00:00.000 GMT-0500,0.84605,0.84775,0.82746,0.83012,54827.789899999996
14.08.2009 16:00:00.000 GMT-0500,0.83012,0.83012,0.83012,0.83012,0
15.08.2009 16:00:00.000 GMT-0500,0.83012,0.83012,0.83012,0.83012,0
16.08.2009 16:00:00.000 GMT-0500,0.82373,0.82551,0.81556,0.82435,64897.11999999998
17.08.2009 16:00:00.000 GMT-0500,0.82425,0.83053,0.81956,0.82828,69355.8202
18.08.2009 16:00:00.000 GMT-0500,0.82825,0.83139,0.81747,0.82920,78424.43930000001
19.08.2009 16:00:00.000 GMT-0500,0.82915,0.83326,0.82688,0.82866,53957.6794
20.08.2009 16:00:00.000 GMT-0500,0.82865,0.83961,0.82151,0.83324,65307.1507
21.08.2009 16:00:00.000 GMT-0500,0.83324,0.83324,0.83324,0.83324,0
22.08.2009 16:00:00.000 GMT-0500,0.83324,0.83324,0.83324,0.83324,0
23.08.2009 16:00:00.000 GMT-0500,0.84029,0.84289,0.83576,0.83641,46705.01990000001
24.08.2009 16:00:00.000 GMT-0500,0.83636,0.84281,0.83306,0.83414,57461.64940000001
25.08.2009 16:00:00.000 GMT-0500,0.83411,0.83884,0.82519,0.82556,59271.56969999999
26.08.2009 16:00:00.000 GMT-0500,0.82519,0.84173,0.82386,0.84031,52797.6651
27.08.2009 16:00:00.000 GMT-0500,0.84035,0.84703,0.83786,0.84142,49678.02019999999
28.08.2009 16:00:00.000 GMT-0500,0.84142,0.84142,0.84142,0.84142,0
29.08.2009 16:00:00.000 GMT-0500,0.84142,0.84142,0.84142,0.84142,0
30.08.2009 16:00:00.000 GMT-0500,0.84142,0.84581,0.83386,0.84231,45970.9694
31.08.2009 16:00:00.000 GMT-0500,0.84234,0.84491,0.82391,0.82576,69470.5402
01.09.2009 16:00:00.000 GMT-0500,0.82586,0.83733,0.82529,0.83346,63142.54919999999
02.09.2009 16:00:00.000 GMT-0500,0.83350,0.84276,0.83146,0.83879,48101.8597
03.09.2009 16:00:00.000 GMT-0500,0.83874,0.85351,0.83779,0.85071,51501.75
04.09.2009 16:00:00.000 GMT-0500,0.85071,0.85071,0.85071,0.85071,0
05.09.2009 16:00:00.000 GMT-0500,0.85071,0.85071,0.85071,0.85071,0
06.09.2009 16:00:00.000 GMT-0500,0.85204,0.85766,0.85096,0.85475,21949.189900000005
07.09.2009 16:00:00.000 GMT-0500,0.85470,0.86581,0.85277,0.86481,57474.199799999995
08.09.2009 16:00:00.000 GMT-0500,0.86486,0.86686,0.85649,0.86341,65641.47950000002
09.09.2009 16:00:00.000 GMT-0500,0.86346,0.86444,0.85451,0.86111,53167.58019999999
10.09.2009 16:00:00.000 GMT-0500,0.86116,0.86756,0.86061,0.86281,58334.8793
11.09.2009 16:00:00.000 GMT-0500,0.86281,0.86281,0.86281,0.86281,0
12.09.2009 16:00:00.000 GMT-0500,0.86281,0.86281,0.86281,0.86281,0
13.09.2009 16:00:00.000 GMT-0500,0.85661,0.86391,0.85436,0.86136,42627.03039999998
14.09.2009 16:00:00.000 GMT-0500,0.86132,0.86585,0.85633,0.86565,57371.93039999999
15.09.2009 16:00:00.000 GMT-0500,0.86557,0.87494,0.86356,0.87401,54825.49990000002
16.09.2009 16:00:00.000 GMT-0500,0.87406,0.87752,0.86867,0.87066,43913.32089999999
17.09.2009 16:00:00.000 GMT-0500,0.87071,0.87181,0.86533,0.86687,48088.37989999999
18.09.2009 16:00:00.000 GMT-0500,0.86687,0.86687,0.86687,0.86687,0
19.09.2009 16:00:00.000 GMT-0500,0.86687,0.86687,0.86687,0.86687,0
20.09.2009 16:00:00.000 GMT-0500,0.86582,0.86826,0.85895,0.86277,48751.8696
21.09.2009 16:00:00.000 GMT-0500,0.86274,0.87586,0.86236,0.87322,42755.84070000001
22.09.2009 16:00:00.000 GMT-0500,0.87284,0.87891,0.86866,0.86944,54943.6703
23.09.2009 16:00:00.000 GMT-0500,0.86967,0.87691,0.86196,0.86492,56382.24
24.09.2009 16:00:00.000 GMT-0500,0.86450,0.87134,0.86074,0.86512,68944.7997
25.09.2009 16:00:00.000 GMT-0500,0.86512,0.86512,0.86512,0.86512,0
26.09.2009 16:00:00.000 GMT-0500,0.86512,0.86512,0.86512,0.86512,0
27.09.2009 16:00:00.000 GMT-0500,0.86801,0.87556,0.85855,0.87214,50449.476899999994
28.09.2009 16:00:00.000 GMT-0500,0.87194,0.87616,0.86749,0.87002,62379.84999999999
29.09.2009 16:00:00.000 GMT-0500,0.87007,0.88467,0.87007,0.88244,64927.179699999986
30.09.2009 16:00:00.000 GMT-0500,0.88249,0.88585,0.86758,0.86942,56102.43959999999
01.10.2009 16:00:00.000 GMT-0500,0.86894,0.87126,0.85681,0.86346,67907.72940000001
02.10.2009 16:00:00.000 GMT-0500,0.86346,0.86346,0.86346,0.86346,0
03.10.2009 16:00:00.000 GMT-0500,0.86346,0.86346,0.86346,0.86346,0
04.10.2009 16:00:00.000 GMT-0500,0.86531,0.87966,0.86457,0.87767,46417.20999999999
05.10.2009 16:00:00.000 GMT-0500,0.87745,0.89189,0.87531,0.88993,54871.75
06.10.2009 16:00:00.000 GMT-0500,0.88994,0.89508,0.88669,0.89093,59174.57010000001
07.10.2009 16:00:00.000 GMT-0500,0.89094,0.90901,0.89006,0.90584,48389.5499
08.10.2009 16:00:00.000 GMT-0500,0.90583,0.90836,0.90123,0.90350,58623.90949999999
09.10.2009 16:00:00.000 GMT-0500,0.90350,0.90350,0.90350,0.90350,0
10.10.2009 16:00:00.000 GMT-0500,0.90350,0.90350,0.90350,0.90350,0
11.10.2009 16:00:00.000 GMT-0500,0.90383,0.90824,0.89831,0.90702,41294.03990000001
12.10.2009 16:00:00.000 GMT-0500,0.90719,0.91259,0.90318,0.90834,56554.2999
13.10.2009 16:00:00.000 GMT-0500,0.90842,0.91572,0.90526,0.91477,59869.499500000005
14.10.2009 16:00:00.000 GMT-0500,0.91472,0.92276,0.91455,0.92024,49992.4692
15.10.2009 16:00:00.000 GMT-0500,0.92035,0.92698,0.91226,0.91685,59820.730099999986
16.10.2009 16:00:00.000 GMT-0500,0.91685,0.91685,0.91685,0.91685,0
17.10.2009 16:00:00.000 GMT-0500,0.91685,0.91685,0.91685,0.91685,0
