Local time,Open,High,Low,Close,Volume
31.08.2009 16:00:00.000 GMT-0500,1.43305,1.43780,1.41741,1.42230,80933.0991
01.09.2009 16:00:00.000 GMT-0500,1.42230,1.42937,1.41868,1.42605,81697.1993
02.09.2009 16:00:00.000 GMT-0500,1.42623,1.43466,1.42338,1.42504,81929.60010000001
03.09.2009 16:00:00.000 GMT-0500,1.42495,1.43252,1.41894,1.42928,81787.30019999998
04.09.2009 16:00:00.000 GMT-0500,1.42928,1.42928,1.42928,1.42928,0
05.09.2009 16:00:00.000 GMT-0500,1.42928,1.42928,1.42928,1.42928,0
06.09.2009 16:00:00.000 GMT-0500,1.42972,1.43620,1.42950,1.43305,80725.60040000001
07.09.2009 16:00:00.000 GMT-0500,1.43318,1.45351,1.43260,1.44775,81636.9991
08.09.2009 16:00:00.000 GMT-0500,1.44774,1.45980,1.44631,1.45560,81222.5004
09.09.2009 16:00:00.000 GMT-0500,1.45555,1.46103,1.45007,1.45797,81049.90040000001
10.09.2009 16:00:00.000 GMT-0500,1.45823,1.46317,1.45527,1.45688,81092.79949999998
11.09.2009 16:00:00.000 GMT-0500,1.45688,1.45688,1.45688,1.45688,0
12.09.2009 16:00:00.000 GMT-0500,1.45688,1.45688,1.45688,1.45688,0
13.09.2009 16:00:00.000 GMT-0500,1.45681,1.46516,1.45121,1.46163,81695.0001
14.09.2009 16:00:00.000 GMT-0500,1.46181,1.46850,1.45597,1.46561,80826.29999999999
15.09.2009 16:00:00.000 GMT-0500,1.46550,1.47353,1.46429,1.47079,80419.1999
16.09.2009 16:00:00.000 GMT-0500,1.47076,1.47654,1.46853,1.47368,80826.59980000003
17.09.2009 16:00:00.000 GMT-0500,1.47380,1.47465,1.46455,1.47084,81793.6001
18.09.2009 16:00:00.000 GMT-0500,1.47084,1.47084,1.47084,1.47084,0
19.09.2009 16:00:00.000 GMT-0500,1.47084,1.47084,1.47084,1.47084,0
20.09.2009 16:00:00.000 GMT-0500,1.47100,1.47121,1.46082,1.46763,81599.79989999998
21.09.2009 16:00:00.000 GMT-0500,1.46778,1.48204,1.46692,1.47886,81002.6
22.09.2009 16:00:00.000 GMT-0500,1.47880,1.48421,1.47240,1.47322,82122.10040000001
23.09.2009 16:00:00.000 GMT-0500,1.47341,1.48026,1.46264,1.46642,81384.90000000001
24.09.2009 16:00:00.000 GMT-0500,1.46639,1.47234,1.46114,1.46859,80601.09989999999
25.09.2009 16:00:00.000 GMT-0500,1.46859,1.46859,1.46859,1.46859,0
26.09.2009 16:00:00.000 GMT-0500,1.46859,1.46859,1.46859,1.46859,0
27.09.2009 16:00:00.000 GMT-0500,1.46960,1.47197,1.45593,1.46201,80523.5
28.09.2009 16:00:00.000 GMT-0500,1.46206,1.46455,1.45246,1.45861,81172.0002
29.09.2009 16:00:00.000 GMT-0500,1.45859,1.46728,1.45723,1.46366,80595.8995
30.09.2009 16:00:00.000 GMT-0500,1.46404,1.46668,1.45154,1.45415,80746.3005
01.10.2009 16:00:00.000 GMT-0500,1.45436,1.46467,1.44792,1.45743,80633.4004
02.10.2009 16:00:00.000 GMT-0500,1.45743,1.45743,1.45743,1.45743,0
03.10.2009 16:00:00.000 GMT-0500,1.45743,1.45743,1.45743,1.45743,0
04.10.2009 16:00:00.000 GMT-0500,1.45773,1.46685,1.45772,1.46480,81029.8
05.10.2009 16:00:00.000 GMT-0500,1.46457,1.47612,1.46430,1.47212,81421.40030000001
06.10.2009 16:00:00.000 GMT-0500,1.47200,1.47361,1.46480,1.46887,81847.5997
07.10.2009 16:00:00.000 GMT-0500,1.46893,1.48160,1.46794,1.47922,80459.7999
08.10.2009 16:00:00.000 GMT-0500,1.47923,1.47973,1.46721,1.47290,81972.6993
09.10.2009 16:00:00.000 GMT-0500,1.47290,1.47290,1.47290,1.47290,0
10.10.2009 16:00:00.000 GMT-0500,1.47290,1.47290,1.47290,1.47290,0
11.10.2009 16:00:00.000 GMT-0500,1.47240,1.48127,1.46751,1.47709,80571.1006
12.10.2009 16:00:00.000 GMT-0500,1.47711,1.48756,1.47575,1.48513,82395.7994
13.10.2009 16:00:00.000 GMT-0500,1.48517,1.49443,1.48361,1.49268,81248.00000000003
14.10.2009 16:00:00.000 GMT-0500,1.49235,1.49687,1.48412,1.49470,81736.6997
15.10.2009 16:00:00.000 GMT-0500,1.49453,1.49660,1.48463,1.49032,81677.8997
16.10.2009 16:00:00.000 GMT-0500,1.49032,1.49032,1.49032,1.49032,0
17.10.2009 16:00:00.000 GMT-0500,1.49032,1.49032,1.49032,1.49032,0
18.10.2009 16:00:00.000 GMT-0500,1.49047,1.49656,1.48301,1.49632,81065.3999
19.10.2009 16:00:00.000 GMT-0500,1.49634,1.49940,1.48806,1.49444,79114.3002
20.10.2009 16:00:00.000 GMT-0500,1.49449,1.50456,1.48846,1.50151,79788.70060000001
21.10.2009 16:00:00.000 GMT-0500,1.50146,1.50383,1.49413,1.50310,80394.20030000001
22.10.2009 16:00:00.000 GMT-0500,1.50298,1.50590,1.49830,1.50057,79298.1009
